Genome ID,Completeness,Phylum,Class,Order,Family,Genus,Species,FliF,FliG,FliI,FliR,FlhA,FlhB,FlgB,FlgC,FlgE,FlgK,FliE,FliP,FliQ,MotA,MotB,FliH,FliM,FliK,FlgD,FlgL,FliO,FliC,FliJ,FliL,FlgN,FlgF,FlgG,FliS,FliD,FliA,FlhF,PilZ/YcgR,FliT,FlgJ,FlgM,FlhG,FlgI,FlgH,FlgA,FlaG,FliW,MotE,CsrA,FlgR/FlrC/FlrA/FlaK/FlbD,SwrB/FlgW,SwrD,Flagellar_put/Putative,yvyF,YviE/DUF6470,FlaF,FliB,MotC,MotK,MotX ,MotY,PflA,PflB,FlcA,FlcB,FlcC,FlcD,FlbT,FlgP,FlgT,FliZ,tPilZ/FlgX,FlhC,FlhD,DUF327,FapA/DUF342,DUF1217,FlgO,FlaY,YdiV,FlhE,FlgQ,flk,Glucosaminidase,SwrA,FljA,SLT/Transglycosylase,FliN/FliY
GCA_002709665.1,94.44,p__Latescibacterota,c__UBA2968,o__UBA2968,f__GCA-2709665,g__GCA-2709665,s__GCA-2709665 sp002709665,MBB28017.1,"MBB29532.1,MBB30479.1",MBB28019.1,MBB28035.1,MBB28037.1,"MBB28036.1,MBB30975.1",MBB28013.1,MBB29880.1,MBB28026.1,MBB30905.1,MBB28016.1,MBB28033.1,MBB28034.1,MBB28028.1,"MBB28029.1,MBB28030.1",MBB28018.1,MBB29353.1,"MBB28023.1,MBB28045.1",MBB28024.1,MBB30903.1,MBB28032.1,"MBB29325.1,MBB29612.1,MBB30896.1,MBB31548.1,MBB31549.1",MBB28020.1,"MBB27678.1,MBB29153.1,MBB29609.1,MBB31629.1,MBB31799.1,MBB31808.1",MBB30906.1,"MBB28388.1,MBB30912.1",MBB30911.1,MBB31552.1,MBB31551.1,MBB28040.1,MBB28038.1,"MBB28854.1,MBB30389.1,MBB31445.1",MBB31553.1,MBB30907.1,"MBB28511.1,MBB31066.1,MBB31554.1",MBB28039.1,MBB30908.1,MBB30909.1,MBB30910.1,MBB31550.1,MBB30902.1,MBB28021.1,MBB30901.1,MBB28003.1,MBB28043.1,MBB28027.1,MBB28025.1,,,,,,,,,,,,,,,,,,,,,,,MBB28898.1,,,,,,,,,,,MBB28015.1,"MBB28031.1,MBB28125.1,MBB28795.1,MBB29324.1"
GCA_002790835.1,98.9,p__Krumholzibacteriota,c__Krumholzibacteria,o__LZORAL124-64-63,f__LZORAL124-64-63,g__JAHJTW01,s__JAHJTW01 sp002790835,PJA75320.1,PJA75319.1,PJA75317.1,PJA75302.1,PJA75300.1,PJA75301.1,PJA75323.1,PJA75322.1,PJA75312.1,PJA77236.1,PJA75321.1,PJA75304.1,PJA75303.1,PJA75310.1,PJA75309.1,PJA75318.1,PJA75307.1,PJA75314.1,PJA75313.1,PJA77235.1,PJA75305.1,"PJA73730.1,PJA75333.1,PJA77228.1,PJA77253.1",PJA75316.1,PJA75308.1,"PJA75326.1,PJA77237.1",PJA77242.1,PJA77241.1,PJA77231.1,PJA77230.1,PJA75297.1,PJA75299.1,PJA77114.1,PJA77232.1,PJA77254.1,PJA75330.1,,PJA77238.1,PJA77239.1,PJA77240.1,PJA77229.1,PJA77234.1,PJA75315.1,PJA77233.1,PJA75324.1,,PJA75311.1,,,,,,,,,,,,,,,,,,,,,,,,PJA73962.1,,,,,,,,,,,,PJA75306.1
GCF_000010305.1,98.9,p__Gemmatimonadota,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__Gemmatimonas,s__Gemmatimonas aurantiaca,WP_012681821.1,WP_012681820.1,WP_012681818.1,WP_012681806.1,WP_012681804.1,WP_012681805.1,WP_041265156.1,WP_083765379.1,WP_012681813.1,WP_012681789.1,WP_012681822.1,WP_083765377.1,WP_012681807.1,WP_012681786.1,WP_012681785.1,WP_012681819.1,WP_012681811.1,WP_012681815.1,WP_041265154.1,WP_012681827.1,WP_083765377.1,WP_012681842.1,WP_012681817.1,WP_012681812.1,WP_169307559.1,WP_012681796.1,WP_012681795.1,WP_012681844.1,WP_012681843.1,WP_012681801.1,WP_012681803.1,,WP_012681845.1,WP_012681791.1,WP_012681847.1,WP_083765376.1,WP_012681792.1,WP_012681793.1,WP_012681794.1,,WP_012681828.1,WP_012681816.1,WP_012681788.1,WP_041265157.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WP_012681810.1
GCA_003696075.1,91.45,p__Acidobacteriota,c__Polarisedimenticolia,o__J045,f__J045,g__J045,s__J045 sp003696075,RMG43592.1,RMG43593.1,RMG43601.1,RMG46415.1,RMG47377.1,RMG47376.1,RMG43589.1,RMG43590.1,RMG48358.1,RMG47393.1,RMG43591.1,RMG46417.1,RMG46416.1,RMG47400.1,RMG47399.1,RMG43594.1,RMG47381.1,RMG48360.1,RMG48359.1,RMG47394.1,RMG46418.1,"RMG43577.1,RMG43578.1",RMG43595.1,RMG47398.1,RMG47392.1,RMG47385.1,RMG47386.1,RMG43581.1,RMG43580.1,RMG47380.1,RMG47378.1,RMG45861.1,RMG43582.1,RMG47390.1,RMG47391.1,"RMG47379.1,RMG48477.1",RMG47389.1,RMG47388.1,RMG47387.1,RMG43579.1,RMG47395.1,RMG43596.1,RMG47396.1,"RMG43585.1,RMG43588.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RMG47382.1
GCF_000820845.2,96.53,p__Acidobacteriota,c__Blastocatellia,o__Pyrinomonadales,f__Pyrinomonadaceae,g__Pyrinomonas,s__Pyrinomonas methylaliphatogenes,WP_041976026.1,WP_083437711.1,WP_041976025.1,WP_041976007.1,WP_060635474.1,WP_041976005.1,WP_041976028.1,WP_041976027.1,WP_041976018.1,WP_041974965.1,WP_060635472.1,WP_041976009.1,WP_041976106.1,WP_041976017.1,WP_041976015.1,WP_060635471.1,WP_157770761.1,WP_041976021.1,WP_060635470.1,WP_083437609.1,WP_041976011.1,WP_041974972.1,WP_041976023.1,WP_060635469.1,,WP_041976033.1,"WP_041974959.1,WP_235789156.1",WP_060635339.1,WP_041974974.1,WP_060635476.1,WP_041976031.1,,WP_041974976.1,WP_060635337.1,WP_157770674.1,WP_060635475.1,WP_083437608.1,WP_060635336.1,WP_041974961.1,WP_162199794.1,WP_041974969.1,,WP_041974971.1,WP_041974977.1,WP_041976032.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"WP_041976013.1,WP_060635478.1"
GCF_000702445.1,98.26,p__Acidobacteriota,c__Terriglobia,o__Bryobacterales,f__Bryobacteraceae,g__Bryobacter,s__Bryobacter aggregatus,WP_051670779.1,WP_080508117.1,WP_031500656.1,WP_035957771.1,WP_031497930.1,WP_031497927.1,WP_238326024.1,WP_031500651.1,WP_031497918.1,WP_031498709.1,WP_051670778.1,WP_051669859.1,WP_162179889.1,"WP_031496900.1,WP_035957861.1","WP_031496902.1,WP_031499486.1",WP_031500655.1,WP_031498985.1,WP_031497916.1,WP_051669857.1,WP_031498708.1,WP_031497920.1,WP_031497370.1,WP_031500657.1,,,WP_031497915.1,WP_031497914.1,WP_051669853.1,WP_031497384.1,WP_238325863.1,,WP_080507604.1,WP_031497382.1,WP_162179888.1,WP_031498713.1,,WP_031497911.1,WP_051669855.1,WP_031497913.1,WP_031497908.1,WP_080507580.1,,WP_031497369.1,WP_031500836.1,WP_031497936.1,WP_031499484.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WP_051669863.1
GCF_004339725.1,100.0,p__Acidobacteriota,c__Terriglobia,o__Terriglobales,f__Acidobacteriaceae,g__Acidipila,s__Acidipila rosea,WP_131990565.1,WP_131990567.1,WP_131990571.1,WP_131991273.1,WP_131991277.1,WP_131991275.1,WP_131990559.1,WP_131990561.1,WP_131991263.1,WP_131991303.1,WP_131990563.1,WP_131991269.1,WP_131991271.1,"WP_131994027.1,WP_131994778.1","WP_131994030.1,WP_131994779.1",WP_131990569.1,WP_131991281.1,WP_131991258.1,WP_131991261.1,WP_131991305.1,WP_165876598.1,WP_131994774.1,WP_165876562.1,,WP_131991301.1,WP_131991289.1,WP_131991291.1,WP_131991136.1,WP_131991134.1,WP_131991279.1,,WP_131993174.1,,WP_131991297.1,WP_131991299.1,,WP_131992712.1,WP_131991295.1,WP_165876599.1,,,,,WP_131992586.1,,WP_131994777.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"WP_131991265.1,WP_131992709.1"
GCF_000014005.1,99.95,p__Acidobacteriota,c__Terriglobia,o__Terriglobales,f__Koribacteraceae,g__Koribacter,s__Koribacter versatilis_A,WP_011522456.1,WP_011522455.1,WP_011522453.1,WP_011522444.1,WP_011522442.1,WP_011522443.1,WP_011522459.1,WP_011522458.1,WP_011522449.1,WP_011523732.1,WP_011522457.1,WP_011522446.1,WP_011522445.1,"WP_011524281.1,WP_041855757.1","WP_011523734.1,WP_011524282.1",WP_011522454.1,WP_011522440.1,WP_187148971.1,WP_011522450.1,WP_011523733.1,WP_011522447.1,WP_011523737.1,WP_187148972.1,,,WP_011523724.1,WP_011523725.1,WP_011523739.1,WP_011523738.1,WP_011522441.1,,WP_011524285.1,WP_041855758.1,WP_011523729.1,WP_041855754.1,,WP_148210130.1,WP_187148834.1,WP_011523726.1,,,,,WP_011522460.1,,WP_011523736.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"WP_041855551.1,WP_148210052.1"
GCF_001618865.1,97.44,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__Vicinamibacteraceae,g__Luteitalea,s__Luteitalea pratensis,WP_157899362.1,WP_110172077.1,WP_110172075.1,WP_110172066.1,WP_110172064.1,WP_110172065.1,WP_157899363.1,WP_110172080.1,WP_110172072.1,WP_110172050.1,WP_110172079.1,WP_169812024.1,WP_110172067.1,"WP_110172024.1,WP_110172033.1","WP_110172023.1,WP_110172032.1",WP_110172076.1,WP_157899357.1,"WP_157899360.1,WP_157899410.1",WP_110172073.1,WP_110172049.1,WP_110172068.1,"WP_110172041.1,WP_110172042.1",WP_110172074.1,WP_110172070.1,WP_110172051.1,WP_110172057.1,WP_110172056.1,WP_162271439.1,WP_110172043.1,WP_157899358.1,WP_110172063.1,"WP_110171488.1,WP_110172350.1,WP_157898657.1,WP_157898658.1,WP_157899299.1",WP_110172045.1,WP_110172053.1,WP_110172052.1,,WP_110174760.1,WP_157899354.1,WP_157899355.1,,WP_110172048.1,,WP_110172047.1,"WP_157899364.1,WP_157899388.1",,WP_110172034.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WP_110172060.1
GCF_000242615.2,99.12,p__Acidobacteriota,c__Holophagae,o__Holophagales,f__Holophagaceae,g__Holophaga,s__Holophaga foetida,"WP_005034704.1,WP_005036656.1",WP_005036655.1,"WP_005036653.1,WP_211237971.1","WP_005031956.1,WP_005034678.1","WP_005034477.1,WP_005034683.1",no_hits,"WP_005034697.1,WP_005036661.1","WP_005034700.1,WP_005036659.1","WP_005034716.1,WP_005036648.1","WP_005033694.1,WP_005035507.1","WP_005034702.1,WP_005036658.1","WP_005031952.1,WP_211237972.1","WP_005031953.1,WP_005034676.1","WP_005033290.1,WP_005035671.1","WP_005033288.1,WP_005035667.1","WP_005036654.1,WP_158412970.1","WP_005034488.1,WP_005034718.1","WP_005033461.1,WP_005036650.1","WP_005034714.1,WP_005036649.1",WP_005033690.1,WP_005031950.1,"WP_005032108.1,WP_005035837.1","WP_005034710.1,WP_005036652.1",WP_005037872.1,,"WP_005031727.1,WP_005034686.1","WP_005031729.1,WP_005034688.1",WP_005035842.1,WP_005035839.1,WP_052572577.1,WP_005034479.1,WP_005035921.1,WP_026939289.1,WP_026939383.1,WP_158412976.1,WP_005034482.1,"WP_005033701.1,WP_005034696.1","WP_005033704.1,WP_005034694.1","WP_005031731.1,WP_005034692.1",WP_005035838.1,WP_005032845.1,WP_005036651.1,WP_005032847.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"WP_005037874.1,WP_244432635.1,WP_005034489.1"
GCF_000021725.1,99.59,p__Campylobacterota,c__Campylobacteria,o__Nautiliales,f__Nautiliaceae,g__Nautilia,s__Nautilia profundicola,WP_015902073.1,WP_015902834.1,WP_015902715.1,WP_015902748.1,WP_228368709.1,"WP_012663580.1,WP_143709765.1",WP_012663817.1,WP_015902084.1,"WP_015902643.1,WP_228368719.1",WP_015902088.1,WP_012663646.1,WP_015902261.1,WP_015902534.1,WP_015902365.1,WP_012663690.1,WP_015902279.1,WP_012663681.1,WP_015902794.1,WP_015901867.1,WP_143709756.1,WP_015902230.1,"WP_012663673.1,WP_015902607.1,WP_015902637.1",WP_012663662.1,WP_012663806.1,WP_012663608.1,WP_015902092.1,WP_012663694.1,WP_015901950.1,WP_015902484.1,WP_015902375.1,WP_012663842.1,WP_012663733.1,WP_015902079.1,WP_015901968.1,WP_015902725.1,WP_015902127.1,WP_015902532.1,WP_015902205.1,WP_015902668.1,WP_015902185.1,"WP_012663464.1,WP_015902113.1",WP_015902367.1,,WP_015902013.1,WP_015901753.1,,,,,,,,,,,WP_015902190.1,WP_012663925.1,,,,,,WP_187146597.1,,,WP_015902526.1,,,,,,,,,,,,,,,,"WP_012663604.1,WP_012664015.1"
GCF_900478295.1,99.36,p__Campylobacterota,c__Campylobacteria,o__Campylobacterales,f__Helicobacteraceae,g__Helicobacter,s__Helicobacter pylori,WP_108169250.1,WP_108169249.1,WP_078215900.1,WP_000883868.1,WP_024750853.1,"WP_001044047.1,WP_108168964.1",WP_039089847.1,WP_000480077.1,"WP_097552156.1,WP_108169050.1",WP_108169839.1,WP_001147916.1,WP_001210302.1,WP_000445741.1,WP_000366185.1,WP_108168995.1,WP_000056242.1,WP_000763575.1,WP_108169048.1,WP_108169049.1,,WP_108169913.1,"WP_000010021.1,WP_108169925.1",WP_108169311.1,WP_000797032.1,WP_108169838.1,WP_108169244.1,WP_000946437.1,WP_001199081.1,WP_162296869.1,WP_108169207.1,WP_162296884.1,,WP_108168951.1,WP_000609406.1,WP_001901022.1,WP_108169208.1,WP_108169317.1,WP_000709989.1,WP_108169443.1,WP_021581944.1,"WP_050841227.1,WP_108169818.1",WP_108169310.1,,,WP_000953109.1,,,,,,,,,,,,,,,,,,WP_001236602.1,,,WP_015643723.1,,,,,,,,,,WP_162296867.1,,,,,,"WP_000004825.1,WP_108169206.1"
GCF_001572875.1,99.19,p__Campylobacterota,c__Campylobacteria,o__Campylobacterales,f__Arcobacteraceae,g__Aliarcobacter,s__Aliarcobacter cryaerophilus_A,WP_066219654.1,WP_066219648.1,WP_066166607.1,WP_066166617.1,WP_066219606.1,"WP_066155184.1,WP_066219613.1",WP_066219657.1,WP_066166623.1,"WP_066219637.1,WP_066219640.1",WP_066222017.1,WP_066155055.1,WP_066155722.1,WP_066221997.1,WP_066155411.1,"WP_066220094.1,WP_066220532.1",WP_066219646.1,"WP_066154071.1,WP_066219630.1","WP_066219616.1,WP_066220708.1",WP_066219643.1,WP_066219608.1,,"WP_254241509.1,WP_254241548.1",WP_066222005.1,WP_066222008.1,WP_066220549.1,WP_066166670.1,WP_066154998.1,WP_066154103.1,WP_066222020.1,WP_066218463.1,WP_066166630.1,,WP_066154106.1,WP_066219627.1,,WP_066219621.1,WP_066221990.1,WP_066222014.1,,,WP_066221529.1,WP_066167183.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WP_066166654.1
GCF_001723605.1,100.0,p__Campylobacterota,c__Campylobacteria,o__Campylobacterales,f__Sulfurospirillaceae,g__Sulfurospirillum,s__Sulfurospirillum halorespirans,WP_069477033.1,WP_069477034.1,WP_069479058.1,WP_069477287.1,WP_069478176.1,"WP_069476913.1,WP_069477050.1",WP_069478470.1,WP_069478469.1,"WP_069479261.1,WP_069479262.1",WP_238585309.1,WP_025345421.1,WP_145923279.1,WP_025346255.1,WP_069477922.1,WP_069477921.1,,WP_069477139.1,"WP_069476912.1,WP_238585259.1",WP_069479260.1,WP_069478045.1,WP_069477386.1,"WP_069479173.1,WP_069479196.1",WP_025345745.1,"WP_069477752.1,WP_069478218.1,WP_069479256.1",WP_069477945.1,WP_069478369.1,WP_069478368.1,WP_069477938.1,WP_069477939.1,WP_069477138.1,WP_145923211.1,,WP_069477937.1,WP_069477944.1,WP_025344525.1,WP_069477136.1,WP_084010792.1,WP_069478012.1,WP_069478096.1,WP_069477940.1,WP_025344250.1,WP_069478743.1,,WP_069477156.1,WP_025343420.1,,,,,,,,,,,WP_069476982.1,WP_069478576.1,,,,,,WP_069477154.1,,,WP_069476986.1,,,,,,,,,,WP_069477155.1,,,,,,"WP_025343889.1,WP_069477140.1"
GCF_001457695.1,99.38,p__Campylobacterota,c__Campylobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter_D,s__Campylobacter_D jejuni,WP_002854706.1,WP_002854670.1,WP_002866351.1,WP_002852712.1,WP_002882857.1,"WP_002852641.1,WP_002857279.1",WP_002861254.1,WP_004306854.1,"WP_002882660.1,WP_002883479.1",WP_004306510.1,WP_002851122.1,WP_002852529.1,WP_002851290.1,WP_002858693.1,WP_002883330.1,WP_002860310.1,WP_002851710.1,"WP_002882319.1,WP_079263895.1",WP_002883478.1,WP_002882860.1,WP_004306659.1,"WP_002882296.1,WP_058207862.1,WP_058207863.1",WP_002880459.1,"WP_002780442.1,WP_002882797.1",WP_002856482.1,WP_002854829.1,WP_002852142.1,WP_002776169.1,WP_004306838.1,WP_002883199.1,WP_002860569.1,,WP_004306836.1,WP_002869782.1,WP_002855791.1,WP_002854691.1,WP_004306506.1,WP_002883373.1,WP_002883826.1,WP_002804769.1,WP_002852982.1,WP_004306549.1,,WP_002882649.1,WP_002882149.1,,,,,,,,,,,WP_002882851.1,WP_002882721.1,,,,,,WP_002882646.1,,,WP_002854663.1,,,,,,,,,,WP_002882648.1,,,,,,"WP_002824739.1,WP_002858804.1"
GCF_000012965.1,99.59,p__Campylobacterota,c__Campylobacteria,o__Campylobacterales,f__Sulfurimonadaceae,g__Sulfurimonas,s__Sulfurimonas denitrificans,WP_011372107.1,WP_011372108.1,WP_011373699.1,WP_011373412.1,WP_238374831.1,"WP_011371774.1,WP_011372302.1",WP_011372000.1,WP_011371999.1,"WP_011371667.1,WP_011371668.1",WP_011372199.1,WP_011371998.1,WP_011372647.1,WP_011373619.1,WP_011372645.1,WP_041672233.1,WP_011372109.1,WP_011372340.1,"WP_011371665.1,WP_011371773.1",WP_011371666.1,WP_011372667.1,WP_011372797.1,"WP_011371808.1,WP_011371809.1",WP_238374815.1,"WP_011372470.1,WP_011372783.1",WP_011372198.1,WP_011372734.1,"WP_011372724.1,WP_011372733.1",WP_041672386.1,WP_011371838.1,WP_011372339.1,WP_083756754.1,,WP_011371840.1,WP_011372196.1,WP_011372197.1,WP_011372337.1,WP_011372195.1,WP_011372366.1,WP_011372753.1,WP_011373001.1,WP_011372047.1,WP_011371713.1,,WP_011372270.1,WP_011373423.1,,,,,,,,,,,WP_011373428.1,WP_011373286.1,,,,,,WP_011372272.1,,,WP_011373424.1,,,,,,,,,,WP_011372271.1,,,,,,"WP_011372341.1,WP_238374836.1"
GCF_000194135.1,99.59,p__Campylobacterota,c__Desulfurellia,o__Desulfurellales,f__Hippeaceae,g__Hippea,s__Hippea maritima,WP_041324019.1,WP_013682199.1,WP_013682197.1,WP_013681884.1,WP_013681614.1,"WP_013681636.1,WP_013681885.1",WP_013682203.1,WP_013682202.1,"WP_013681349.1,WP_013681350.1",WP_013681331.1,WP_013682201.1,WP_245526333.1,WP_013681883.1,WP_013681586.1,WP_013681587.1,WP_013682198.1,WP_013681241.1,WP_013681352.1,WP_013681351.1,WP_013681330.1,WP_013681881.1,WP_013682614.1,WP_013682196.1,WP_013681879.1,WP_013681332.1,WP_013681740.1,WP_013681739.1,WP_013681888.1,WP_013681886.1,WP_013681945.1,WP_013681613.1,WP_013682480.1,,WP_013681334.1,WP_013681333.1,WP_013681612.1,WP_013681335.1,WP_013681336.1,WP_013681738.1,WP_013681887.1,,WP_013682195.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"WP_013681880.1,WP_013681242.1"
GCF_000191045.1,99.16,p__Aquificota,c__Desulfurobacteriia,o__Desulfurobacteriales,f__Desulfurobacteriaceae,g__Desulfurobacterium,s__Desulfurobacterium thermolithotrophum,WP_013638819.1,WP_013638801.1,WP_013638821.1,WP_013638829.1,WP_013638810.1,"WP_013638182.1,WP_013638830.1",WP_013638816.1,WP_013638817.1,WP_013638823.1,WP_013638619.1,WP_013638818.1,WP_013638827.1,WP_013638828.1,WP_013638157.1,"WP_013638155.1,WP_013638156.1",WP_013638820.1,WP_013638802.1,WP_013638535.1,WP_013638822.1,WP_013638620.1,WP_148223780.1,WP_013638879.1,WP_013638832.1,WP_013638824.1,WP_013638617.1,WP_013638804.1,WP_013638805.1,WP_013638882.1,WP_013638881.1,WP_013638813.1,WP_013638811.1,"WP_013638616.1,WP_148223781.1",WP_013638883.1,WP_013638809.1,WP_013638181.1,WP_013638812.1,WP_013638808.1,WP_013638807.1,WP_013638806.1,WP_013638880.1,,WP_013638831.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"WP_013638803.1,WP_013638825.1"
GCF_000021565.1,99.8,p__Aquificota,c__Aquificae,o__Hydrogenothermales,f__Hydrogenothermaceae,g__Persephonella,s__Persephonella marina,WP_012675781.1,WP_012676879.1,WP_012676105.1,WP_012676770.1,WP_012675509.1,"WP_012675532.1,WP_012676730.1",WP_012676498.1,WP_012675747.1,WP_012675344.1,WP_012675866.1,WP_012676878.1,WP_049756084.1,WP_012675891.1,WP_012676556.1,"WP_012675898.1,WP_012676764.1",WP_012676866.1,WP_012676557.1,WP_015898858.1,WP_012676219.1,WP_012676525.1,WP_012676508.1,WP_012676788.1,WP_012675436.1,WP_012676572.1,WP_012676864.1,WP_012675693.1,WP_012676335.1,WP_012676273.1,WP_015898892.1,WP_012676949.1,"WP_012676687.1,WP_012676945.1","WP_012675322.1,WP_012676865.1",WP_012675615.1,WP_012676645.1,WP_148206391.1,"WP_012675386.1,WP_012675548.1",WP_012675213.1,WP_041530876.1,WP_012675978.1,WP_012675721.1,,WP_012676833.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"WP_012676509.1,WP_012676737.1"
GCF_000025605.1,99.39,p__Aquificota,c__Aquificae,o__Aquificales,f__Aquificaceae,g__Thermocrinis,s__Thermocrinis albus,WP_012991694.1,WP_012991279.1,WP_012991281.1,WP_052293045.1,WP_012992206.1,"WP_012991129.1,WP_012992171.1",WP_012991691.1,WP_012991692.1,WP_012991390.1,WP_012992136.1,WP_012991693.1,WP_012992168.1,WP_012992169.1,WP_012991972.1,WP_012991973.1,WP_012991280.1,WP_012991695.1,WP_012991128.1,WP_012991391.1,WP_012992137.1,WP_012992167.1,WP_012992477.1,,WP_012992166.1,,WP_012991994.1,WP_012992165.1,WP_012992474.1,WP_012992475.1,WP_012992186.1,WP_012992205.1,WP_012992210.1,WP_012992473.1,WP_012991516.1,WP_012991187.1,WP_012992204.1,WP_012992282.1,WP_169301985.1,WP_012992312.1,WP_012992476.1,,WP_012991361.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WP_012991547.1
GCF_000008625.1,98.98,p__Aquificota,c__Aquificae,o__Aquificales,f__Aquificaceae,g__Aquifex,s__Aquifex aeolicus,WP_010880743.1,WP_010880389.1,WP_010881034.1,WP_010881278.1,WP_010880767.1,"WP_010881318.1,WP_164930594.1",WP_010880746.1,WP_010880745.1,WP_010881215.1,WP_010881081.1,WP_010880744.1,WP_010881254.1,WP_010881279.1,WP_010880623.1,"WP_010880621.1,WP_010880622.1",WP_010881035.1,WP_010880786.1,WP_010880748.1,WP_010881214.1,WP_010881082.1,WP_164930789.1,WP_010881308.1,,WP_010881216.1,,WP_010881341.1,WP_010880505.1,WP_010881311.1,WP_010881310.1,WP_010880770.1,WP_010880768.1,"WP_010880500.1,WP_010880766.1,WP_164930736.1",,WP_164930683.1,WP_010880181.1,WP_164930685.1,WP_010881111.1,WP_010881112.1,WP_164930639.1,WP_010881309.1,,WP_010881094.1,,,,,,,,,,,,,,,,,,,,,,,,WP_010881056.1,,,,,,,,,,,,,,,,"WP_010880785.1,WP_010880998.1"
GCF_001547735.1,98.17,p__Thermosulfidibacterota,c__Thermosulfidibacteria,o__Thermosulfidibacterales,f__Thermosulfidibacteraceae,g__Thermosulfidibacter,s__Thermosulfidibacter takaii,WP_068549414.1,WP_068549416.1,WP_068549420.1,WP_068549445.1,WP_068549447.1,"WP_068549446.1,WP_068550078.1",WP_068549409.1,WP_068549412.1,WP_068549430.1,WP_068549359.1,WP_070098508.1,WP_068550764.1,WP_068549444.1,WP_068549434.1,WP_068549436.1,WP_068549418.1,WP_068549453.1,WP_068549426.1,WP_068549428.1,WP_068549361.1,WP_231963424.1,"WP_068548760.1,WP_068550263.1,WP_068550468.1",WP_068549422.1,WP_068549437.1,WP_068549357.1,WP_068549344.1,WP_068549346.1,WP_068549326.1,WP_068549324.1,WP_158508741.1,WP_068549448.1,WP_144436902.1,WP_068549328.1,WP_068549354.1,WP_068549355.1,WP_068549449.1,WP_068549352.1,WP_068549350.1,WP_231963423.1,WP_068550262.1,WP_068549363.1,WP_068549424.1,WP_068549365.1,,WP_068550017.1,,,,,,,,,,,,,,,,,,,,,,,,,WP_068549805.1,,,,,,,,,,,,"WP_068549439.1,WP_068549454.1"
GCF_000177635.2,94.77,p__Chrysiogenota,c__Chrysiogenetes,o__Chrysiogenales,f__Chrysiogenaceae,g__Desulfurispirillum,s__Desulfurispirillum indicum,WP_013506803.1,WP_013506804.1,WP_013506806.1,WP_013505984.1,WP_049871171.1,WP_013505983.1,WP_013506800.1,WP_013506801.1,WP_013506122.1,WP_013506571.1,WP_013506802.1,WP_041725971.1,WP_013505985.1,WP_013505991.1,WP_013505990.1,WP_013506805.1,WP_013505976.1,WP_013506124.1,WP_013506123.1,WP_013506570.1,WP_198007067.1,"WP_013505856.1,WP_013505953.1,WP_013505954.1,WP_013506167.1,WP_013506771.1",WP_013506807.1,"WP_013505467.1,WP_013505989.1",WP_013506572.1,WP_013505063.1,WP_013505064.1,WP_013505361.1,WP_013505360.1,WP_013505978.1,WP_013505981.1,WP_013506973.1,WP_013505362.1,WP_013506574.1,WP_013506573.1,WP_013505980.1,WP_013505797.1,WP_013505798.1,WP_013505065.1,WP_013505855.1,WP_013504731.1,WP_013506808.1,WP_013504730.1,"WP_013505947.1,WP_013505993.1",WP_013505370.1,,,,,,,,,,,,,,,,,,,,,,,,,"WP_013505171.1,WP_013505435.1,WP_013505150.1",,,,,,,,,,,,"WP_013505988.1,WP_013505975.1"
